Year,Team,RA/G,ERA,CG,tSho,SV,IP,H,R,ER,HR,BB,SO,WHIP,SO9,HR9,E,DP,Fld%,PAge,WS_Winner
1979,CLE,5.0,4.57,28,7,32,1431.2,1502,805,727,138,570,781,1.447,4.91,0.87,134,149,0.978,26.7,No
1978,CLE,4.36,3.97,36,6,28,1407.1,1397,694,621,100,568,739,1.396,4.73,0.64,123,142,0.98,27.1,No
1977,CLE,4.59,4.1,45,8,30,1452.1,1441,739,661,136,550,876,1.371,5.43,0.84,130,145,0.979,27.9,No
1976,CLE,3.87,3.47,30,17,46,1432.0,1361,615,552,80,533,928,1.323,5.83,0.5,121,159,0.98,28.4,No
1975,CLE,4.42,3.84,37,6,33,1435.1,1395,703,613,136,599,800,1.389,5.02,0.85,134,156,0.978,27.8,No
1974,CLE,4.28,3.8,45,9,27,1445.2,1419,694,611,138,479,650,1.313,4.05,0.86,146,157,0.977,31.5,No
1973,CLE,5.1,4.58,55,9,21,1464.2,1532,826,746,172,602,883,1.457,5.43,1.06,139,174,0.978,28.6,No
1972,CLE,3.33,2.92,47,13,25,1410.0,1232,519,457,123,534,846,1.252,5.4,0.79,116,157,0.981,26.6,No
1971,CLE,4.61,4.28,21,7,32,1440.0,1352,747,684,154,770,937,1.474,5.86,0.96,116,159,0.981,25.1,No
1970,CLE,4.17,3.91,34,8,35,1451.1,1333,675,630,163,689,1076,1.393,6.67,1.01,133,168,0.979,25.9,No
1969,CLE,4.45,3.94,35,7,22,1437.0,1330,717,629,134,681,1000,1.399,6.26,0.84,145,153,0.976,27.3,No
1968,CLE,3.11,2.66,48,23,32,1464.1,1087,504,432,98,540,1157,1.111,7.11,0.6,127,130,0.979,27.0,No
1967,CLE,3.78,3.25,49,14,27,1477.2,1258,613,533,120,559,1189,1.23,7.24,0.73,116,138,0.981,26.9,No
1966,CLE,3.62,3.23,49,15,28,1467.1,1260,586,526,129,489,1111,1.192,6.81,0.79,138,132,0.978,26.5,No
1965,CLE,3.78,3.3,41,13,40,1458.1,1254,613,534,129,500,1156,1.203,7.13,0.8,114,127,0.981,27.1,No
1964,CLE,4.23,3.75,37,16,37,1487.2,1443,693,620,154,565,1162,1.35,7.03,0.93,118,149,0.981,27.9,No
1963,CLE,4.33,3.79,40,14,25,1469.0,1390,702,619,176,478,1018,1.272,6.24,1.08,143,129,0.977,28.2,No
1962,CLE,4.6,4.14,45,12,31,1441.0,1410,745,663,174,594,780,1.391,4.87,1.09,139,168,0.978,26.8,No
1961,CLE,4.67,4.15,35,12,23,1443.1,1426,752,665,178,599,801,1.403,4.99,1.11,139,142,0.977,25.0,No
1960,CLE,4.5,3.95,32,10,30,1382.1,1308,693,607,161,636,771,1.406,5.02,1.05,128,165,0.978,25.4,No
1959,CLE,4.19,3.75,58,7,24,1383.2,1230,646,576,148,635,799,1.348,5.2,0.96,127,138,0.978,27.1,No
1958,CLE,4.15,3.73,51,2,21,1373.1,1283,635,569,123,604,766,1.374,5.02,0.81,152,171,0.974,27.6,No
1957,CLE,4.72,4.06,46,7,23,1380.2,1381,722,623,130,618,807,1.448,5.26,0.85,153,154,0.974,30.7,No
1956,CLE,3.75,3.32,67,17,24,1384.0,1233,581,511,116,564,845,1.298,5.49,0.75,129,130,0.978,30.6,No
1955,CLE,3.9,3.39,45,15,37,1386.1,1285,601,522,111,558,877,1.329,5.69,0.72,108,152,0.981,29.8,No
1954,CLE,3.23,2.78,77,12,38,1419.1,1220,504,439,89,486,678,1.202,4.3,0.56,128,148,0.979,30.7,No
1953,CLE,4.05,3.64,81,11,15,1373.0,1311,627,556,92,519,586,1.333,3.84,0.6,127,197,0.979,31.1,No
1952,CLE,3.91,3.32,80,19,18,1407.0,1278,606,519,94,556,671,1.303,4.29,0.6,155,141,0.975,30.6,No
1951,CLE,3.83,3.38,76,10,19,1391.1,1287,594,523,85,577,642,1.34,4.15,0.55,134,151,0.978,29.1,No
1950,CLE,4.22,3.75,69,11,16,1378.2,1289,654,575,120,647,674,1.404,4.4,0.78,129,160,0.978,29.7,No
1949,CLE,3.73,3.36,65,10,19,1383.2,1275,574,516,82,611,594,1.363,3.86,0.53,103,192,0.983,30.2,No
1948,CLE,3.64,3.22,66,26,30,1409.1,1246,568,505,82,625,593,1.328,3.79,0.52,114,183,0.982,29.2,Yes
1947,CLE,3.75,3.44,55,13,29,1402.1,1244,588,536,94,628,590,1.335,3.79,0.6,104,178,0.983,29.3,No
1946,CLE,4.09,3.62,63,16,13,1388.2,1282,638,558,84,649,789,1.391,5.11,0.54,147,147,0.975,28.6,No
1945,CLE,3.73,3.31,76,14,12,1302.1,1269,548,479,39,501,497,1.359,3.43,0.27,126,149,0.977,29.1,No
1944,CLE,4.37,3.65,48,7,18,1419.1,1428,677,576,40,621,524,1.444,3.32,0.25,165,192,0.974,30.1,No
1943,CLE,3.77,3.15,64,14,20,1406.1,1234,577,492,52,606,585,1.308,3.74,0.33,157,183,0.975,30.2,No
1942,CLE,4.22,3.59,61,12,11,1402.2,1353,659,560,61,560,448,1.364,2.87,0.39,163,175,0.974,29.3,No
1941,CLE,4.31,3.9,68,10,19,1377.0,1366,668,596,71,660,617,1.471,4.03,0.46,142,158,0.976,27.5,No
1940,CLE,4.11,3.63,72,13,22,1375.0,1328,637,555,86,512,686,1.338,4.49,0.56,149,164,0.975,27.0,No
1939,CLE,4.55,4.08,69,10,13,1364.2,1394,700,619,75,602,614,1.463,4.05,0.49,180,148,0.97,26.5,No
1938,CLE,5.11,4.6,68,5,17,1353.0,1416,782,691,100,681,717,1.55,4.77,0.67,151,145,0.974,27.8,No
1937,CLE,4.92,4.39,64,4,15,1364.2,1529,768,666,61,566,630,1.535,4.15,0.4,159,153,0.974,29.2,No
1936,CLE,5.49,4.83,74,6,12,1389.1,1604,862,746,73,607,619,1.591,4.01,0.47,178,154,0.971,28.1,No
1935,CLE,4.74,4.15,67,12,21,1396.0,1527,739,644,68,457,498,1.421,3.21,0.44,177,147,0.972,27.9,No
1934,CLE,4.95,4.28,72,8,21,1367.0,1476,763,650,70,582,554,1.505,3.65,0.46,172,164,0.972,26.6,No
1933,CLE,4.43,3.71,74,12,8,1350.0,1382,669,556,60,465,437,1.368,2.91,0.4,156,127,0.974,26.3,No
1932,CLE,4.88,4.12,94,6,8,1377.1,1506,747,630,70,446,439,1.417,2.87,0.46,191,129,0.969,25.6,No
1931,CLE,5.37,4.63,76,6,11,1354.2,1577,833,697,64,561,470,1.578,3.12,0.43,232,143,0.963,25.2,No
1930,CLE,5.94,4.88,68,5,13,1360.0,1663,915,738,85,528,442,1.611,2.93,0.56,237,156,0.962,24.5,No
1929,CLE,4.84,4.05,80,8,10,1352.0,1570,736,609,56,488,389,1.522,2.59,0.37,198,162,0.968,27.5,No
1928,CLE,5.35,4.47,71,4,15,1378.0,1615,830,684,52,511,416,1.543,2.72,0.34,221,187,0.965,26.7,No
1927,CLE,5.01,4.27,72,5,9,1353.1,1542,766,642,37,508,366,1.515,2.43,0.25,201,146,0.968,27.0,No
1926,CLE,3.97,3.4,96,11,4,1374.0,1412,612,519,49,450,381,1.355,2.5,0.32,173,153,0.972,28.5,No
1925,CLE,5.27,4.49,93,6,7,1372.1,1604,817,685,41,493,345,1.528,2.26,0.27,210,146,0.967,28.3,No
1924,CLE,5.32,4.4,87,7,7,1349.0,1603,814,659,43,503,315,1.561,2.1,0.29,205,130,0.967,27.9,No
1923,CLE,4.88,3.91,76,10,11,1376.0,1517,746,598,36,465,407,1.44,2.66,0.24,226,143,0.964,27.6,No
1922,CLE,5.27,4.59,76,14,8,1383.2,1605,817,705,58,464,489,1.495,3.18,0.38,202,147,0.968,27.2,No
1921,CLE,4.62,3.9,81,11,14,1377.0,1534,712,597,43,431,475,1.427,3.1,0.28,204,124,0.967,28.2,No
1920,CLE,4.17,3.41,94,11,9,1377.0,1448,642,522,31,401,466,1.343,3.05,0.2,184,124,0.971,28.6,Yes
1919,CLE,3.86,2.94,79,10,10,1245.0,1242,537,407,19,362,432,1.288,3.12,0.14,201,102,0.965,27.7,No
1918,CLE,3.47,2.64,78,5,13,1161.0,1126,447,340,9,343,364,1.265,2.82,0.07,207,82,0.962,27.7,No
1917,CLE,3.48,2.52,73,20,22,1412.2,1270,543,396,17,438,451,1.209,2.87,0.11,242,136,0.964,26.7,No
1916,CLE,3.83,2.9,65,9,16,1410.0,1383,602,455,16,467,537,1.312,3.43,0.1,232,130,0.965,26.5,No
1915,CLE,4.35,3.13,62,11,10,1372.0,1287,670,477,18,518,610,1.316,4.0,0.12,280,82,0.957,24.5,No
1914,CLE,4.52,3.21,69,9,2,1391.2,1365,709,497,10,666,688,1.459,4.45,0.06,300,119,0.953,24.9,No
1913,CLE,3.46,2.54,93,18,5,1386.2,1278,536,392,19,502,689,1.284,4.47,0.12,242,124,0.962,26.7,No
1912,CLE,4.39,3.3,94,7,7,1352.2,1367,681,496,15,523,622,1.397,4.14,0.1,287,124,0.954,24.0,No
1911,CLE,4.56,3.36,93,6,6,1390.2,1382,712,519,17,552,675,1.391,4.37,0.11,303,108,0.954,24.8,No
1910,CLE,4.08,2.88,92,13,5,1467.0,1392,657,470,10,488,617,1.282,3.79,0.06,248,112,0.964,26.6,No
1909,CLE,3.43,2.4,110,15,3,1361.0,1212,532,363,9,348,568,1.146,3.76,0.06,278,110,0.957,30.5,No
1908,CLE,2.92,2.02,108,18,5,1424.1,1172,459,319,16,328,548,1.053,3.46,0.1,257,95,0.962,27.2,No
1907,CLE,3.32,2.26,127,20,5,1392.2,1253,525,350,8,362,513,1.16,3.32,0.05,264,137,0.96,26.8,No
1906,CLE,3.06,2.09,133,27,4,1412.2,1197,481,328,16,365,530,1.106,3.38,0.1,217,111,0.967,28.0,No
1905,CLE,3.79,2.85,140,16,0,1363.1,1251,587,431,23,334,555,1.163,3.66,0.15,233,84,0.963,27.3,No
1904,CLE,3.13,2.22,141,20,0,1356.2,1273,482,335,10,285,627,1.148,4.16,0.07,255,86,0.959,28.0,No
1903,CLE,4.14,2.73,125,20,0,1243.2,1161,579,377,16,271,521,1.151,3.77,0.12,322,99,0.946,26.1,No
1902,CLE,4.87,3.28,116,16,3,1204.1,1199,667,439,26,411,361,1.337,2.7,0.19,287,96,0.95,24.9,No
1901,CLE,6.02,4.12,122,7,4,1182.1,1365,831,541,22,464,334,1.547,2.54,0.17,329,99,0.942,26.2,No
2023,COL,5.91,5.67,0,6,32,1414.0,1598,957,891,234,586,1129,1.545,7.19,1.49,82,169,0.986,29.7,No
2022,COL,5.39,5.06,1,6,43,1425.1,1516,873,802,184,539,1187,1.442,7.5,1.16,100,154,0.983,29.1,No
2021,COL,4.94,4.82,3,6,33,1397.0,1397,796,748,196,539,1269,1.386,8.18,1.26,73,140,0.987,28.3,No
2019,COL,5.91,5.56,1,5,28,1448.2,1576,958,895,270,589,1264,1.494,7.85,1.68,97,165,0.984,27.3,No
2018,COL,4.57,4.33,0,10,51,1452.1,1378,745,699,184,525,1409,1.31,8.73,1.14,74,162,0.988,27.9,No
2017,COL,4.67,4.51,1,9,47,1437.2,1453,757,721,190,532,1270,1.381,7.95,1.19,77,168,0.987,27.0,No
2016,COL,5.31,4.91,2,9,37,1429.1,1532,860,779,181,547,1223,1.455,7.7,1.14,110,148,0.982,27.7,No
2015,COL,5.21,5.04,4,4,36,1426.1,1579,844,799,183,579,1112,1.513,7.02,1.15,95,171,0.985,28.7,No
2014,COL,5.05,4.84,1,4,24,1431.0,1528,818,770,173,531,1074,1.439,6.75,1.09,106,166,0.983,28.5,No
2013,COL,4.69,4.44,1,5,35,1436.0,1545,760,708,136,517,1064,1.436,6.67,0.85,90,162,0.986,28.3,No
2012,COL,5.49,5.22,0,7,36,1422.0,1637,890,824,198,566,1144,1.549,7.24,1.25,122,139,0.98,28.2,No
2011,COL,4.78,4.43,5,7,41,1447.2,1471,774,713,176,522,1118,1.377,6.95,1.09,98,156,0.984,27.7,No
2010,COL,4.43,4.14,6,12,35,1442.0,1405,717,663,139,525,1234,1.338,7.7,0.87,101,182,0.984,28.1,No
2009,COL,4.41,4.22,5,7,45,1438.1,1427,715,675,141,528,1154,1.359,7.22,0.88,87,146,0.986,28.5,No
2008,COL,5.07,4.77,3,8,36,1446.0,1547,822,766,148,562,1041,1.459,6.48,0.92,96,176,0.985,28.5,No
2007,COL,4.65,4.32,4,7,39,1472.0,1497,758,706,164,504,967,1.359,5.91,1.0,68,180,0.989,28.1,No
2006,COL,5.01,4.66,5,8,34,1447.1,1549,812,749,155,553,952,1.452,5.92,0.96,91,190,0.985,28.8,No
2005,COL,5.32,5.13,4,4,37,1418.2,1600,862,808,175,604,981,1.554,6.22,1.11,118,158,0.981,27.3,No
2004,COL,5.7,5.54,3,2,36,1435.1,1634,923,883,198,697,947,1.624,5.94,1.24,89,161,0.986,28.8,No
2003,COL,5.51,5.2,3,4,34,1420.0,1629,892,821,200,552,866,1.536,5.49,1.27,116,165,0.981,28.0,No
2002,COL,5.54,5.2,1,8,43,1426.2,1554,898,825,225,582,920,1.497,5.8,1.42,112,158,0.982,28.5,No
2001,COL,5.59,5.29,8,8,26,1430.0,1522,906,841,239,598,1058,1.483,6.66,1.5,96,167,0.984,28.7,No
2000,COL,5.54,5.26,7,2,33,1430.0,1568,897,835,221,588,1001,1.508,6.3,1.39,94,176,0.985,29.9,No
1999,COL,6.35,6.01,12,2,33,1429.0,1700,1028,955,237,737,1032,1.705,6.5,1.49,118,189,0.981,28.9,No
1998,COL,5.28,4.99,9,5,36,1432.2,1583,855,794,174,562,951,1.497,5.97,1.09,102,193,0.984,27.8,No
1997,COL,5.6,5.25,9,5,38,1432.2,1697,908,836,196,566,870,1.58,5.47,1.23,111,202,0.983,27.9,No
1996,COL,5.95,5.59,5,4,34,1422.2,1597,964,884,198,624,932,1.561,5.9,1.25,149,167,0.976,28.8,No
1995,COL,5.44,4.97,1,1,43,1288.1,1443,783,711,160,512,891,1.517,6.22,1.12,107,146,0.981,28.6,No
1994,COL,5.45,5.15,4,5,28,1031.0,1185,638,590,120,448,703,1.584,6.14,1.05,84,117,0.981,28.0,No
1993,COL,5.97,5.41,9,0,35,1431.1,1664,967,860,181,609,913,1.588,5.74,1.14,167,149,0.973,27.1,No
2023,DET,4.57,4.24,0,15,41,1442.1,1320,740,680,187,476,1374,1.245,8.57,1.17,100,129,0.983,27.7,No
2022,DET,4.4,4.04,0,8,38,1419.2,1336,713,637,167,511,1195,1.301,7.58,1.06,94,137,0.984,27.5,No
2021,DET,4.67,4.32,2,7,42,1419.2,1370,756,681,199,571,1259,1.367,7.98,1.26,83,136,0.986,27.3,No
2019,DET,5.68,5.24,0,3,31,1433.0,1555,915,835,250,536,1368,1.459,8.59,1.57,110,127,0.981,27.8,No
2018,DET,4.91,4.58,0,2,37,1425.1,1423,796,726,216,491,1215,1.343,7.67,1.36,95,126,0.984,28.6,No
2017,DET,5.52,5.36,2,4,32,1420.1,1587,894,846,218,538,1202,1.496,7.62,1.38,84,146,0.985,28.3,No
2016,DET,4.48,4.24,3,8,47,1428.0,1417,721,672,182,462,1232,1.316,7.76,1.15,75,148,0.987,29.0,No
2015,DET,4.99,4.64,7,12,35,1447.0,1491,803,746,193,489,1100,1.368,6.84,1.2,86,165,0.986,28.7,No
2014,DET,4.35,4.01,5,8,41,1454.0,1475,705,648,127,462,1244,1.332,7.7,0.79,101,153,0.983,28.5,No
2013,DET,3.85,3.61,3,12,39,1462.2,1369,624,587,128,462,1428,1.252,8.79,0.79,76,136,0.987,28.4,No
2012,DET,4.14,3.75,9,8,40,1430.2,1409,670,596,151,438,1318,1.291,8.29,0.95,99,127,0.983,28.2,No
2011,DET,4.39,4.04,4,14,52,1440.0,1406,711,647,149,492,1115,1.318,6.97,0.93,103,148,0.983,27.8,No
2010,DET,4.59,4.3,6,5,32,1444.1,1445,743,690,142,537,1056,1.372,6.58,0.88,109,171,0.982,26.5,No
2009,DET,4.57,4.29,4,9,42,1447.0,1449,745,690,182,594,1102,1.412,6.85,1.13,88,164,0.985,26.6,No
2008,DET,5.29,4.9,1,2,34,1445.0,1541,857,786,172,644,991,1.512,6.17,1.07,113,172,0.981,29.9,No
2007,DET,4.92,4.57,1,9,44,1447.1,1498,797,735,174,566,1047,1.426,6.51,1.08,99,148,0.984,28.5,No
2006,DET,4.17,3.84,3,16,46,1448.0,1420,675,618,160,489,1003,1.318,6.23,0.99,106,162,0.983,28.8,No
2005,DET,4.86,4.51,7,2,37,1435.2,1504,787,719,193,461,907,1.369,5.69,1.21,110,171,0.982,28.0,No
2004,DET,5.21,4.93,7,9,35,1439.2,1542,844,788,190,530,995,1.439,6.22,1.19,144,160,0.977,27.5,No
2003,DET,5.73,5.3,3,5,27,1438.2,1616,928,847,195,557,764,1.51,4.78,1.22,138,194,0.978,25.3,No
2002,DET,5.37,4.92,11,7,33,1414.0,1593,864,773,163,463,794,1.454,5.05,1.04,142,148,0.977,28.1,No
2001,DET,5.41,5.01,16,2,34,1429.1,1624,876,795,180,553,859,1.523,5.41,1.13,131,164,0.979,28.1,No
2000,DET,5.1,4.71,6,6,44,1443.1,1583,827,755,177,496,978,1.44,6.1,1.1,105,171,0.983,29.1,No
1999,DET,5.48,5.17,4,6,33,1421.0,1528,882,817,209,583,976,1.486,6.18,1.32,106,156,0.982,27.6,No
1998,DET,5.33,4.93,9,4,32,1446.1,1551,863,792,185,595,947,1.484,5.89,1.15,115,164,0.982,26.6,No
1997,DET,4.88,4.56,13,8,42,1445.2,1476,790,732,178,552,982,1.403,6.11,1.11,92,146,0.985,27.5,No
1996,DET,6.81,6.38,10,4,22,1432.2,1699,1103,1015,241,784,957,1.733,6.01,1.51,137,157,0.978,26.7,No
1995,DET,5.86,5.49,5,3,38,1275.0,1509,844,778,170,536,729,1.604,5.15,1.2,106,143,0.981,27.8,No
1994,DET,5.83,5.38,15,1,20,1018.0,1139,671,609,148,449,560,1.56,4.95,1.31,82,90,0.981,31.2,No
1993,DET,5.17,4.65,11,7,36,1436.2,1547,837,742,188,542,828,1.454,5.19,1.18,132,148,0.979,30.1,No
1992,DET,4.9,4.6,10,4,36,1435.2,1534,794,733,155,564,693,1.461,4.34,0.97,116,164,0.981,29.6,No
1991,DET,4.9,4.51,18,8,38,1450.1,1570,794,726,148,593,739,1.491,4.59,0.92,104,171,0.983,30.8,No
1990,DET,4.65,4.39,15,12,45,1430.1,1401,754,697,154,661,856,1.442,5.39,0.97,131,178,0.979,30.3,No
1989,DET,5.04,4.53,24,4,26,1427.1,1514,816,719,150,652,831,1.518,5.24,0.95,130,153,0.979,31.0,No
1988,DET,4.06,3.71,34,8,36,1445.2,1361,658,596,150,497,890,1.285,5.54,0.93,109,129,0.982,31.1,No
1987,DET,4.54,4.02,33,10,31,1456.0,1430,735,651,180,563,976,1.369,6.03,1.11,122,147,0.98,29.5,No
1986,DET,4.41,4.02,33,12,38,1443.2,1374,714,645,183,571,880,1.347,5.49,1.14,108,163,0.982,28.9,No
1985,DET,4.27,3.78,31,11,40,1456.0,1313,688,612,141,556,943,1.284,5.83,0.87,143,152,0.977,29.1,No
1984,DET,3.97,3.49,19,8,51,1464.0,1358,643,568,130,489,914,1.262,5.62,0.8,127,162,0.979,29.7,Yes
1983,DET,4.19,3.8,42,9,28,1451.0,1318,679,613,170,522,875,1.268,5.43,1.05,125,142,0.98,28.1,No
1982,DET,4.23,3.8,45,5,27,1451.0,1371,685,613,172,554,740,1.327,4.59,1.07,117,165,0.981,26.7,No
1981,DET,3.71,3.53,33,13,22,969.1,840,404,380,83,373,476,1.251,4.42,0.77,67,109,0.984,26.2,No
1980,DET,4.64,4.25,40,9,30,1467.1,1505,757,693,152,558,741,1.406,4.54,0.93,133,165,0.979,25.6,No
1979,DET,4.58,4.27,25,5,37,1423.1,1429,738,676,167,547,802,1.388,5.07,1.06,120,184,0.981,26.3,No
1978,DET,4.03,3.64,60,12,21,1455.2,1441,653,589,135,503,684,1.335,4.23,0.83,118,177,0.981,27.1,No
1977,DET,4.64,4.13,44,3,23,1457.0,1526,751,668,162,470,784,1.37,4.84,1.0,142,153,0.978,25.8,No
1976,DET,4.4,3.87,55,12,20,1431.1,1426,709,615,101,550,738,1.381,4.64,0.64,168,161,0.974,26.7,No
1975,DET,4.94,4.27,52,10,17,1396.0,1496,786,663,137,533,787,1.453,5.07,0.88,173,141,0.972,27.4,No
1974,DET,4.74,4.16,54,7,15,1455.2,1443,768,673,148,621,869,1.418,5.37,0.92,158,155,0.975,28.9,No
1973,DET,4.16,3.9,39,11,46,1447.2,1468,674,627,154,493,911,1.355,5.66,0.96,112,144,0.982,30.4,No
1972,DET,3.29,2.96,46,11,33,1388.1,1212,514,457,101,465,952,1.208,6.17,0.65,96,137,0.984,27.8,No
1971,DET,3.98,3.63,53,11,32,1468.1,1355,645,593,126,609,1000,1.338,6.13,0.77,106,156,0.983,26.7,No
1970,DET,4.51,4.09,33,9,39,1447.1,1443,731,658,153,623,1045,1.427,6.5,0.95,133,142,0.978,26.6,No
1969,DET,3.71,3.31,55,20,28,1455.1,1250,601,536,128,586,1032,1.262,6.38,0.79,130,130,0.979,28.1,No
1968,DET,3.0,2.71,59,19,29,1489.2,1180,492,449,129,486,1115,1.118,6.74,0.78,105,133,0.983,26.8,Yes
1967,DET,3.6,3.32,46,17,40,1443.2,1230,587,532,151,472,1038,1.179,6.47,0.94,132,126,0.978,27.6,No
1966,DET,4.31,3.85,36,11,37,1454.1,1356,698,622,185,520,1026,1.29,6.35,1.14,120,142,0.98,28.3,No
1965,DET,3.72,3.35,45,14,31,1455.0,1283,602,542,137,509,1069,1.232,6.61,0.85,116,126,0.981,27.0,No
1964,DET,4.16,3.84,35,11,35,1453.0,1343,678,620,164,536,993,1.293,6.15,1.02,111,137,0.982,27.0,No
1963,DET,4.34,3.9,42,7,27,1456.1,1407,703,631,195,477,930,1.294,5.75,1.21,113,124,0.982,28.5,No
1962,DET,4.3,3.81,46,8,35,1443.2,1452,692,611,169,503,873,1.354,5.44,1.05,156,114,0.974,29.5,No
1961,DET,4.12,3.55,62,12,30,1459.1,1404,671,575,170,469,836,1.283,5.16,1.05,146,147,0.976,29.1,No
1960,DET,4.18,3.64,40,7,24,1405.2,1336,644,568,141,474,824,1.288,5.28,0.9,138,138,0.977,28.8,No
1959,DET,4.75,4.2,53,9,24,1360.0,1327,732,635,177,432,829,1.293,5.49,1.17,124,131,0.978,28.4,No
1958,DET,3.94,3.59,59,8,19,1357.1,1294,606,542,133,437,797,1.275,5.28,0.88,106,140,0.982,27.2,No
1957,DET,3.99,3.56,52,9,21,1417.2,1330,614,560,147,505,756,1.294,4.8,0.93,121,151,0.98,27.0,No
1956,DET,4.51,4.06,62,10,16,1379.0,1389,699,622,140,655,788,1.482,5.14,0.91,140,151,0.976,28.0,No
1955,DET,4.27,3.79,66,16,12,1380.1,1381,658,582,126,517,629,1.375,4.1,0.82,139,159,0.976,27.0,No
1954,DET,4.28,3.81,58,13,13,1383.0,1375,664,585,138,506,603,1.36,3.92,0.9,129,131,0.978,27.2,No
1953,DET,5.84,5.25,50,2,16,1415.0,1633,923,826,154,585,645,1.567,4.1,0.98,135,149,0.978,26.7,No
1952,DET,4.73,4.25,51,10,13,1388.1,1394,738,656,111,591,702,1.43,4.55,0.72,152,145,0.975,28.9,No
1951,DET,4.81,4.29,51,8,18,1384.0,1385,741,660,103,602,597,1.436,3.88,0.67,163,166,0.973,30.7,No
1950,DET,4.54,4.12,72,9,20,1407.1,1444,713,645,141,553,576,1.419,3.68,0.9,120,194,0.981,28.5,No
1949,DET,4.23,3.77,70,19,12,1393.2,1338,655,584,102,628,631,1.411,4.07,0.66,131,174,0.978,27.8,No
1948,DET,4.71,4.15,60,5,22,1377.0,1367,726,635,92,589,678,1.42,4.43,0.6,155,143,0.974,27.6,No
1947,DET,4.06,3.57,77,15,18,1398.2,1382,642,555,79,531,648,1.368,4.17,0.51,155,142,0.975,28.8,No
1946,DET,3.66,3.22,94,18,16,1402.0,1277,567,501,97,497,896,1.265,5.75,0.62,155,138,0.974,29.0,No
1945,DET,3.65,2.99,78,19,16,1393.2,1305,565,463,48,538,588,1.322,3.8,0.31,158,173,0.975,28.4,Yes
1944,DET,3.72,3.09,87,20,8,1400.0,1373,581,480,39,452,568,1.304,3.65,0.25,190,184,0.97,27.1,No
1943,DET,3.61,3.0,67,18,20,1411.2,1226,560,471,51,549,706,1.257,4.5,0.33,177,130,0.971,26.9,No
1942,DET,3.76,3.13,65,12,14,1399.1,1321,587,487,60,598,671,1.371,4.32,0.39,194,142,0.969,27.1,No
1941,DET,4.79,4.18,52,8,16,1381.2,1399,743,641,80,645,697,1.479,4.54,0.52,186,129,0.969,28.6,No
1940,DET,4.63,4.01,59,10,23,1375.1,1425,717,613,102,570,752,1.451,4.92,0.67,194,116,0.968,27.8,No
1939,DET,4.92,4.29,64,8,17,1367.1,1430,762,652,104,574,633,1.466,4.17,0.68,198,147,0.967,28.0,No
1938,DET,5.13,4.79,75,3,11,1348.1,1532,795,717,110,608,435,1.587,2.9,0.73,147,172,0.976,27.8,No
1937,DET,5.43,4.87,70,6,11,1378.0,1521,841,746,102,635,485,1.565,3.17,0.67,147,149,0.976,27.4,No
1936,DET,5.66,5.0,76,13,13,1360.0,1568,871,755,100,562,526,1.566,3.48,0.66,153,159,0.975,28.1,No
1935,DET,4.38,3.82,87,16,11,1364.0,1440,665,579,78,522,584,1.438,3.85,0.51,128,154,0.978,28.4,Yes
1934,DET,4.6,4.06,74,13,14,1370.2,1467,708,618,86,488,640,1.426,4.2,0.56,159,150,0.974,28.3,No
1933,DET,4.73,3.95,69,6,16,1398.0,1415,733,613,84,561,575,1.413,3.7,0.54,178,167,0.971,28.6,No
1932,DET,5.14,4.3,67,9,18,1362.2,1421,787,651,89,592,521,1.477,3.44,0.59,187,154,0.969,28.3,No
1931,DET,5.43,4.59,86,5,6,1384.1,1549,836,706,79,597,511,1.55,3.32,0.51,220,139,0.964,28.7,No
1930,DET,5.41,4.7,68,4,18,1351.2,1507,833,706,86,570,574,1.537,3.82,0.57,192,156,0.967,28.2,No
1929,DET,5.99,4.96,81,5,9,1390.1,1641,928,766,73,646,467,1.645,3.02,0.47,242,149,0.961,27.9,No
1928,DET,5.22,4.32,65,5,16,1372.0,1481,804,658,58,567,451,1.493,2.96,0.38,218,140,0.965,27.3,No
1927,DET,5.16,4.14,75,5,17,1387.2,1542,805,638,52,577,421,1.527,2.73,0.34,206,173,0.968,27.3,No
1926,DET,5.29,4.41,57,10,18,1394.2,1570,830,683,58,555,469,1.524,3.03,0.37,193,151,0.969,27.8,No
1925,DET,5.31,4.61,65,2,18,1383.2,1582,829,708,70,556,419,1.545,2.73,0.46,173,143,0.972,28.4,No
1924,DET,5.1,4.19,60,5,20,1394.2,1586,796,650,55,467,441,1.472,2.85,0.35,187,142,0.971,26.7,No
1923,DET,4.78,4.09,61,9,15,1373.2,1502,741,624,58,449,447,1.42,2.93,0.38,200,103,0.968,27.4,No
1922,DET,5.1,4.27,67,7,16,1391.0,1554,791,660,62,473,461,1.457,2.98,0.4,191,133,0.97,27.1,No
1921,DET,5.53,4.4,72,4,16,1386.1,1634,852,678,71,495,452,1.536,2.93,0.46,232,107,0.963,27.9,No
1920,DET,5.37,4.04,74,9,7,1385.0,1487,833,621,46,561,483,1.479,3.14,0.3,230,95,0.964,27.2,No
1919,DET,4.13,3.3,85,10,4,1256.0,1254,578,461,35,436,428,1.346,3.07,0.25,205,81,0.964,27.1,No
1918,DET,4.35,3.4,74,8,7,1160.2,1130,557,439,10,437,374,1.35,2.9,0.08,212,77,0.96,26.9,No
1917,DET,3.75,2.56,78,20,15,1396.1,1209,577,397,12,504,516,1.227,3.33,0.08,234,95,0.964,26.0,No
